name,price,distance,hour,source
UberX,8.5,2.48,0,Beacon Hill
Lyft,10.5,1.32,21,Back Bay
UberX,10.5,1.3,0,South Station
UberX,7.0,0.72,19,West End
Lyft,9.0,3.01,19,Boston University
UberX,13.5,4.4,10,Fenway
UberX,16.0,2.71,9,Theatre District
Lyft,9.0,1.56,19,North End
UberX,7.5,1.3,7,South Station
Lyft,10.5,2.66,19,Boston University
UberX,17.5,7.46,21,Financial District
UberX,9.5,3.07,20,Fenway
UberX,8.0,1.41,20,Back Bay
UberX,7.5,1.39,10,Beacon Hill
Lyft,7.0,1.44,10,Fenway
Lyft,7.0,0.53,13,Haymarket Square
Lyft,11.0,2.4,6,Northeastern University
Lyft,11.0,2.97,10,Back Bay
UberX,8.5,1.97,1,Beacon Hill
Lyft,9.0,2.43,23,Fenway
Lyft,13.5,5.37,13,Financial District
UberX,7.5,0.61,14,Haymarket Square
UberX,10.5,1.8,15,Theatre District
Lyft,10.5,3.16,15,North Station
Lyft,9.0,2.02,8,South Station
UberX,8.5,1.34,11,Back Bay
UberX,10.5,1.35,12,Beacon Hill
Lyft,10.5,3.2,4,North Station
Lyft,7.0,1.25,16,Financial District
Lyft,16.5,2.45,23,Northeastern University
UberX,9.5,1.62,15,Northeastern University
Lyft,7.0,0.52,18,Haymarket Square
Lyft,10.5,1.49,15,Northeastern University
Lyft,10.5,2.34,15,Haymarket Square
UberX,9.5,3.05,9,North Station
Lyft,10.5,3.17,9,North Station
Lyft,7.0,1.49,3,Boston University
UberX,11.0,2.87,3,Northeastern University
Lyft,13.5,4.74,3,Boston University
UberX,10.5,2.8,22,West End
UberX,7.0,0.56,18,North Station
Lyft,9.0,2.57,1,South Station
UberX,10.5,2.45,21,Boston University
UberX,9.5,2.32,16,Beacon Hill
Lyft,9.0,1.52,20,North End
Lyft,7.0,1.06,22,Back Bay
Lyft,7.0,0.63,23,Haymarket Square
Lyft,9.0,2.41,7,North End
UberX,12.5,2.73,11,North End
Lyft,9.0,2.27,13,South Station
UberX,9.5,3.45,21,Back Bay
Lyft,11.0,3.05,3,West End
UberX,11.5,2.98,11,Boston University
Lyft,13.5,2.78,15,Fenway
UberX,11.0,1.46,9,North End
UberX,10.5,3.01,1,North Station
UberX,9.0,1.5,7,Fenway
UberX,8.5,1.71,20,West End
UberX,8.5,1.11,16,North End
Lyft,11.0,3.25,18,Northeastern University
Lyft,10.5,2.66,18,Boston University
UberX,9.5,1.22,5,North End
UberX,10.5,2.56,11,Beacon Hill
Lyft,7.0,1.48,16,Back Bay
UberX,7.0,0.55,22,Theatre District
UberX,9.5,2.67,19,North End
UberX,12.5,2.65,20,South Station
UberX,9.5,2.33,17,Back Bay
UberX,9.0,1.94,17,Northeastern University
Lyft,7.0,1.45,20,Northeastern University
UberX,7.5,1.35,19,Beacon Hill
UberX,7.0,0.54,19,South Station
UberX,9.5,1.87,1,Beacon Hill
UberX,14.0,1.91,11,Northeastern University
UberX,8.5,0.56,13,North Station
Lyft,11.0,2.79,21,Fenway
UberX,9.0,1.57,22,Theatre District
UberX,13.0,4.48,8,Financial District
UberX,16.0,5.56,0,Financial District
UberX,7.0,0.98,0,West End
UberX,11.5,3.1,23,Fenway
Lyft,7.0,1.09,10,North End
UberX,7.0,0.56,5,North Station
Lyft,9.0,2.4,18,Beacon Hill
UberX,7.5,0.91,22,Haymarket Square
UberX,11.0,2.74,22,Boston University
UberX,9.5,1.8,8,Theatre District
Lyft,11.0,3.17,23,North Station
UberX,8.0,1.56,20,Boston University
Lyft,7.0,0.43,21,Financial District
Lyft,7.0,0.58,5,South Station
Lyft,7.0,1.23,8,North End
UberX,7.5,1.23,21,West End
UberX,9.0,2.19,1,Northeastern University
Lyft,7.0,1.45,0,Fenway
Lyft,7.0,1.4,2,Back Bay
UberX,10.5,2.98,18,Boston University
Lyft,7.0,1.4,18,Back Bay
UberX,8.5,1.79,0,Haymarket Square
Lyft,7.0,0.57,15,Financial District
Lyft,10.5,3.39,1,Financial District
UberX,9.5,2.85,13,Northeastern University
Lyft,10.5,2.17,16,Back Bay
UberX,7.0,0.49,15,Haymarket Square
Lyft,7.0,0.89,15,Haymarket Square
Lyft,9.0,1.9,15,South Station
Lyft,10.5,2.86,21,West End
Lyft,7.0,1.0,20,Haymarket Square
UberX,8.5,1.08,20,North Station
Lyft,9.0,1.72,13,South Station
UberX,9.5,2.46,13,Fenway
Lyft,13.5,3.29,15,Fenway
Lyft,7.0,0.55,15,South Station
UberX,10.5,3.15,19,West End
UberX,10.5,2.33,5,Beacon Hill
Lyft,9.0,2.28,17,Beacon Hill
UberX,8.5,1.96,3,North End
Lyft,11.0,2.58,20,Back Bay
Lyft,7.0,1.15,9,South Station
Lyft,10.5,3.14,17,North Station
UberX,15.0,2.8,20,West End
Lyft,9.0,2.18,18,West End
Lyft,7.0,1.14,1,North End
Lyft,10.5,2.8,1,Northeastern University
Lyft,11.0,2.94,4,West End
Lyft,7.0,0.99,5,Haymarket Square
UberX,12.5,2.96,8,Fenway
UberX,7.0,0.56,7,North Station
Lyft,7.0,1.18,7,Haymarket Square
UberX,10.5,2.84,14,West End
UberX,8.5,1.21,20,Financial District
UberX,13.0,4.72,20,Boston University
UberX,9.5,1.23,11,Beacon Hill
Lyft,7.0,0.66,12,Theatre District
UberX,9.5,1.23,6,West End
UberX,12.5,3.23,16,Northeastern University
Lyft,7.0,1.04,23,Back Bay
Lyft,7.0,0.59,1,Theatre District
Lyft,7.0,1.43,18,Fenway
UberX,8.5,1.3,15,South Station
Lyft,10.5,3.25,19,Fenway
UberX,7.5,1.3,13,South Station
Lyft,9.0,1.32,9,Back Bay
Lyft,9.0,2.34,22,Beacon Hill
UberX,12.0,2.84,22,West End
Lyft,7.0,0.44,13,Financial District
Lyft,7.0,1.73,23,Theatre District
Lyft,9.0,1.74,6,West End
UberX,9.5,0.49,20,Haymarket Square
UberX,10.5,3.3,0,North Station
UberX,9.5,3.04,3,Boston University
Lyft,7.0,1.01,19,North Station
UberX,9.5,2.82,9,South Station
Lyft,7.0,2.4,21,Fenway
Lyft,7.0,0.71,17,North Station
UberX,11.0,3.16,9,Back Bay
UberX,10.5,2.56,2,Beacon Hill
Lyft,7.0,1.25,3,South Station
UberX,14.5,5.56,5,Financial District
UberX,8.0,1.08,5,North Station
Lyft,7.0,1.26,0,North End
UberX,9.5,2.86,23,Northeastern University
Lyft,9.0,2.35,2,Beacon Hill
UberX,12.0,3.08,5,West End
UberX,9.5,3.04,22,Boston University
Lyft,7.0,1.47,22,Back Bay
Lyft,11.0,3.26,0,Fenway
Lyft,7.0,0.62,0,Theatre District
Lyft,9.0,1.71,0,West End
UberX,8.5,1.64,6,Northeastern University
Lyft,9.0,1.88,10,Haymarket Square
UberX,7.0,0.39,11,Financial District
Lyft,10.5,3.06,15,Boston University
UberX,7.0,0.72,13,West End
UberX,7.0,1.16,11,North End
Lyft,7.0,0.69,7,Haymarket Square
Lyft,10.5,1.99,8,Northeastern University
Lyft,9.0,2.7,6,Fenway
UberX,12.0,3.37,16,North Station
Lyft,16.5,2.57,9,Northeastern University
Lyft,7.0,1.4,15,Back Bay
UberX,17.0,2.65,20,Fenway
UberX,9.5,1.41,16,North End
Lyft,9.0,2.41,18,Northeastern University
Lyft,7.0,1.07,19,North Station
UberX,9.5,2.19,19,Beacon Hill
Lyft,7.0,1.47,12,Northeastern University
UberX,9.0,3.04,16,Boston University
UberX,10.5,1.56,1,Boston University
UberX,10.5,2.61,0,Northeastern University
UberX,8.5,0.62,8,Haymarket Square
UberX,9.5,1.8,0,Theatre District
Lyft,13.5,4.53,19,Financial District
UberX,8.0,1.5,17,Fenway
UberX,8.5,2.48,15,Beacon Hill
UberX,10.5,1.41,15,North End
UberX,7.0,1.03,3,North End
Lyft,10.5,1.9,22,North End
Lyft,7.0,0.91,3,Haymarket Square
Lyft,10.5,1.45,3,Back Bay
UberX,12.5,4.48,1,Financial District
Lyft,7.0,1.45,1,Back Bay
UberX,7.0,1.21,13,Financial District
Lyft,10.5,2.94,3,West End
UberX,8.0,2.14,6,West End
Lyft,10.5,3.22,17,Fenway
UberX,8.0,1.94,13,Northeastern University
Lyft,9.0,2.12,6,Theatre District
Lyft,13.5,3.2,11,Fenway
Lyft,7.0,1.23,13,Haymarket Square
UberX,9.0,0.91,4,Haymarket Square
Lyft,10.5,2.66,21,Boston University
Lyft,7.0,0.44,1,Financial District
Lyft,11.0,2.42,7,South Station
UberX,14.5,1.8,7,Theatre District
UberX,9.0,1.35,3,Beacon Hill
UberX,11.5,2.38,20,Beacon Hill
UberX,9.5,1.91,0,Northeastern University
UberX,11.5,1.91,0,Northeastern University
Lyft,9.0,2.49,20,Beacon Hill
UberX,8.0,0.73,16,West End
Lyft,7.0,0.46,16,Financial District
Lyft,7.0,0.7,22,North Station
Lyft,10.5,1.96,14,Northeastern University
Lyft,9.0,2.44,13,Northeastern University
UberX,8.5,1.46,11,North End
UberX,10.5,3.3,21,North Station
Lyft,10.5,3.23,12,Northeastern University
Lyft,11.0,2.54,19,Northeastern University
UberX,13.0,4.72,16,Boston University
UberX,10.5,2.72,9,Fenway
UberX,7.0,1.57,9,Theatre District
Lyft,7.0,1.25,9,Northeastern University
UberX,9.0,2.48,12,Beacon Hill
UberX,8.5,1.85,22,South Station
Lyft,10.5,2.82,0,West End
UberX,8.5,1.46,0,Beacon Hill
Lyft,5.0,1.0,21,Haymarket Square
Lyft,7.0,1.02,15,Haymarket Square
UberX,11.5,3.3,5,Financial District
Lyft,9.0,3.07,4,North Station
Lyft,11.0,2.19,17,Theatre District
UberX,7.0,1.02,5,Financial District
Lyft,9.0,1.52,4,North End
UberX,20.5,2.32,18,Back Bay
UberX,8.0,1.33,11,Beacon Hill
UberX,10.5,2.84,17,West End
Lyft,9.0,3.27,17,Fenway
Lyft,11.0,2.41,12,Back Bay
UberX,10.5,3.08,12,West End
Lyft,9.0,2.33,3,South Station
UberX,7.0,0.63,3,South Station
UberX,7.0,1.03,4,North End
Lyft,10.5,2.95,7,West End
UberX,8.5,2.29,7,South Station
UberX,12.0,4.48,20,Financial District
UberX,10.5,2.84,20,West End
UberX,14.5,2.67,5,North End
UberX,9.5,3.04,11,Boston University
UberX,9.5,1.57,22,Theatre District
UberX,9.5,2.32,5,Back Bay
Lyft,10.5,2.86,2,West End
UberX,10.5,2.62,2,Theatre District
UberX,13.0,3.31,4,Financial District
Lyft,9.0,2.93,0,West End
UberX,9.0,1.64,5,Northeastern University
Lyft,7.0,1.02,22,Haymarket Square
Lyft,10.5,3.17,1,North Station
UberX,8.5,2.32,9,Beacon Hill
UberX,11.5,1.81,17,Theatre District
UberX,9.0,1.23,17,Beacon Hill
UberX,13.0,3.45,16,Back Bay
Lyft,13.5,1.42,0,Fenway
UberX,8.5,3.05,15,North Station
Lyft,7.0,1.27,23,Haymarket Square
Lyft,10.5,1.56,17,North End
Lyft,19.5,3.04,17,Boston University
Lyft,9.0,2.1,3,North Station
UberX,8.5,2.27,11,Beacon Hill
Lyft,10.5,3.26,21,North Station
UberX,9.5,2.72,21,Fenway
Lyft,13.5,3.33,17,North Station
UberX,12.0,3.17,23,Back Bay
UberX,8.5,1.9,23,Beacon Hill
Lyft,9.0,2.13,13,North Station
UberX,9.5,1.41,21,North End
Lyft,10.5,3.01,4,West End
Lyft,11.0,3.11,6,Theatre District
UberX,9.5,0.39,12,Financial District
UberX,7.0,1.57,3,Theatre District
UberX,8.5,1.11,14,North End
Lyft,10.5,2.3,19,Back Bay
UberX,9.0,1.3,18,South Station
UberX,12.5,1.34,20,Back Bay
UberX,10.5,2.8,20,West End
Lyft,9.0,2.39,3,Northeastern University
UberX,11.0,2.38,12,South Station
UberX,7.5,1.35,6,Beacon Hill
UberX,8.5,2.29,14,South Station
UberX,7.0,1.03,3,North End
UberX,10.5,2.94,9,North Station
Lyft,11.0,2.88,14,West End
Lyft,7.0,0.57,13,Haymarket Square
Lyft,9.0,2.15,12,Theatre District
UberX,9.5,1.35,22,Beacon Hill
Lyft,7.0,0.61,3,Theatre District
Lyft,9.0,1.72,15,South Station
UberX,9.0,2.78,11,Northeastern University
Lyft,10.5,3.0,6,West End
Lyft,9.0,1.99,21,Haymarket Square
UberX,9.5,2.61,4,Northeastern University
UberX,8.5,2.72,14,Fenway
Lyft,7.0,0.64,14,Theatre District
UberX,12.0,3.18,22,Boston University
UberX,7.5,1.22,21,North End
UberX,11.0,3.39,21,Boston University
Lyft,13.5,4.55,9,Financial District
Lyft,10.5,3.17,14,North Station
Lyft,7.0,1.25,6,Haymarket Square
UberX,11.5,3.05,3,North Station
Lyft,7.0,0.64,21,Theatre District
Lyft,9.0,2.54,13,Beacon Hill
Lyft,13.5,3.44,8,Boston University
UberX,8.5,2.46,12,Fenway
Lyft,9.0,1.23,2,Haymarket Square
UberX,7.0,0.56,2,North Station
Lyft,10.5,2.0,2,South Station
UberX,10.5,2.98,19,Boston University
Lyft,10.5,2.8,20,Fenway
UberX,13.0,2.32,12,Back Bay
Lyft,10.5,2.63,12,Boston University
Lyft,9.0,1.32,18,Back Bay
UberX,9.5,1.8,16,Theatre District
Lyft,7.0,1.26,12,Beacon Hill
Lyft,10.5,3.01,4,Boston University
Lyft,11.0,0.59,4,Theatre District
Lyft,7.0,0.52,12,South Station
Lyft,13.5,3.22,13,Northeastern University
UberX,7.5,1.41,14,Back Bay
UberX,7.5,1.03,21,North End
Lyft,7.0,0.74,12,North Station
UberX,11.5,4.48,0,Financial District
UberX,7.5,0.68,0,Haymarket Square
UberX,10.5,3.42,17,North Station
Lyft,13.5,5.37,7,Financial District
UberX,9.5,2.61,15,Northeastern University
UberX,10.5,2.8,18,West End
UberX,11.0,2.48,16,Fenway
UberX,9.5,1.23,20,Beacon Hill
UberX,7.5,0.62,20,Haymarket Square
UberX,9.0,2.74,2,South Station
UberX,7.0,0.55,0,Theatre District
Lyft,7.0,1.44,15,Northeastern University
Lyft,7.0,1.15,5,North End
Lyft,11.0,3.17,22,North Station
Lyft,7.0,1.42,17,Fenway
UberX,7.0,2.14,2,West End
Lyft,10.5,0.59,2,Theatre District
Lyft,9.0,2.42,4,Back Bay
UberX,15.0,5.7,4,Financial District
Lyft,9.0,1.05,20,North Station
UberX,13.0,2.53,20,South Station
UberX,7.0,0.52,2,Haymarket Square
UberX,9.5,1.79,4,Haymarket Square
UberX,7.0,0.3,13,Back Bay
UberX,8.0,2.27,3,South Station
Lyft,7.0,1.22,1,Haymarket Square
UberX,10.5,3.01,16,North Station
Lyft,9.0,1.59,22,Back Bay
Lyft,11.0,2.78,21,Fenway
Lyft,10.5,2.68,0,Fenway
Lyft,7.0,0.59,0,South Station
UberX,12.5,4.4,0,Fenway
UberX,7.0,0.99,16,Haymarket Square
UberX,13.0,4.48,0,Financial District
Lyft,13.5,3.09,20,Northeastern University
UberX,10.5,2.84,13,West End
Lyft,7.0,1.06,13,West End
Lyft,13.5,4.76,19,Theatre District
UberX,11.5,4.4,5,Fenway
UberX,9.5,2.98,15,Boston University
Lyft,7.0,1.0,15,North End
Lyft,10.5,2.55,23,South Station
Lyft,9.0,1.83,1,North End
UberX,8.0,1.52,16,Northeastern University
Lyft,9.0,2.37,15,Haymarket Square
Lyft,13.5,2.74,15,Fenway
UberX,10.5,2.84,1,North End
UberX,13.5,4.48,18,Financial District
UberX,9.5,2.46,22,Fenway
Lyft,16.5,4.49,4,Financial District
UberX,7.0,1.0,4,Haymarket Square
UberX,14.0,2.98,10,Boston University
UberX,10.5,2.79,3,Boston University
Lyft,10.5,2.82,19,Fenway
UberX,10.5,3.45,15,Back Bay
UberX,20.5,4.72,0,Boston University
UberX,7.0,1.21,0,Financial District
UberX,11.5,3.61,19,North End
Lyft,13.5,4.56,13,Financial District
UberX,14.0,2.48,18,Beacon Hill
UberX,9.5,2.3,2,Haymarket Square
Lyft,7.0,0.64,8,Haymarket Square
UberX,12.5,4.55,10,Northeastern University
UberX,9.5,1.84,15,West End
UberX,16.0,7.46,15,Financial District
UberX,13.0,4.48,8,Financial District
Lyft,9.0,1.27,11,Financial District
UberX,7.5,1.08,15,North Station
Lyft,7.0,1.45,6,Back Bay
Lyft,7.0,1.03,12,Financial District
UberX,10.5,1.89,13,Northeastern University
UberX,7.5,1.35,13,Beacon Hill
Lyft,10.5,2.47,15,Fenway
UberX,8.0,1.61,19,Theatre District
UberX,12.5,2.44,19,Financial District
UberX,8.5,1.34,8,Back Bay
Lyft,7.0,1.32,11,Beacon Hill
Lyft,7.0,0.43,2,Haymarket Square
Lyft,7.0,1.58,2,North End
Lyft,7.0,1.02,20,North End
UberX,8.5,1.25,20,Financial District
Lyft,10.5,2.83,5,Northeastern University
Lyft,9.0,1.74,5,Theatre District
UberX,13.5,4.44,2,Fenway
Lyft,9.0,1.77,8,Theatre District
Lyft,7.0,1.04,10,Back Bay
UberX,8.0,1.5,12,Fenway
Lyft,13.5,1.96,23,Northeastern University
Lyft,10.5,2.67,14,Boston University
UberX,7.5,1.56,17,Boston University
UberX,10.5,3.01,19,North Station
UberX,17.0,3.15,1,West End
Lyft,11.0,2.16,6,South Station
Lyft,7.0,1.53,1,Boston University
UberX,9.5,1.82,18,Fenway
UberX,9.5,2.62,8,Theatre District
UberX,11.5,2.8,15,West End
UberX,11.5,2.45,6,Boston University
UberX,8.5,1.5,17,Fenway
Lyft,11.0,2.88,5,West End
Lyft,11.0,3.33,19,North Station
UberX,7.5,1.5,19,Fenway
Lyft,9.0,1.24,16,Haymarket Square
UberX,10.5,1.97,19,Beacon Hill
Lyft,7.0,0.43,19,Financial District
UberX,10.5,3.22,14,Northeastern University
Lyft,13.5,4.39,22,Fenway
Lyft,7.0,1.08,14,West End
UberX,8.5,0.98,12,West End
Lyft,10.5,3.22,14,South Station
Lyft,9.0,2.39,10,Northeastern University
Lyft,7.0,1.07,21,South Station
UberX,7.5,1.08,12,North Station
UberX,14.5,1.8,12,Theatre District
UberX,10.5,1.97,6,Beacon Hill
Lyft,13.5,5.44,16,Financial District
UberX,11.5,3.3,16,North Station
UberX,9.5,2.66,16,Theatre District
UberX,13.0,3.72,6,Fenway
UberX,10.5,3.3,9,North Station
UberX,13.0,3.61,20,North End
UberX,9.5,2.5,18,South Station
Lyft,10.5,2.48,9,North End
Lyft,13.5,4.59,1,Boston University
UberX,7.5,2.14,11,West End
UberX,8.0,1.51,9,Beacon Hill
Lyft,9.0,1.35,3,Back Bay
Lyft,7.0,1.03,8,Back Bay
UberX,11.5,2.62,8,North End
Lyft,9.0,3.23,4,North Station
Lyft,10.5,3.42,4,Financial District
UberX,10.5,3.07,18,Fenway
Lyft,9.0,2.44,18,Northeastern University
Lyft,7.0,1.1,8,North End
UberX,8.5,1.16,14,North End
Lyft,9.0,2.4,23,Fenway
Lyft,13.5,4.57,19,Financial District
UberX,10.5,1.8,18,Theatre District
UberX,9.5,2.79,16,Boston University
Lyft,9.0,1.35,11,Back Bay
UberX,9.5,1.04,3,North End
UberX,8.5,1.92,3,Beacon Hill
UberX,8.5,1.97,4,Northeastern University
UberX,11.0,3.3,0,North Station
Lyft,9.0,2.4,4,Back Bay
Lyft,7.0,1.19,21,South Station
UberX,15.0,6.97,22,Northeastern University
Lyft,11.0,1.5,22,North End
Lyft,11.0,2.67,8,Fenway
UberX,11.5,1.61,5,Theatre District
Lyft,7.0,1.53,17,Boston University
Lyft,10.5,1.74,17,Theatre District
UberX,7.0,0.49,16,Haymarket Square
Lyft,9.0,1.81,22,Theatre District
Lyft,9.0,1.03,14,West End
Lyft,9.0,2.36,20,Northeastern University
Lyft,9.0,1.74,13,Theatre District
UberX,10.5,2.47,19,Fenway
Lyft,10.5,1.53,19,North End
Lyft,9.0,2.38,17,Beacon Hill
UberX,8.5,1.35,19,Beacon Hill
Lyft,10.5,2.74,6,Fenway
UberX,7.5,0.68,6,Haymarket Square
UberX,10.5,3.3,17,Financial District
Lyft,7.0,1.04,9,North Station
UberX,9.5,2.88,18,Northeastern University
Lyft,11.0,3.29,18,Fenway
Lyft,11.0,3.42,13,Financial District
Lyft,10.5,2.38,23,Haymarket Square
UberX,7.5,1.5,0,South Station
UberX,7.0,0.65,11,South Station
UberX,9.5,1.61,22,Theatre District
Lyft,7.0,1.24,11,North End
UberX,7.5,1.37,8,North End
Lyft,9.0,1.23,8,North End
UberX,9.5,2.62,22,Theatre District
UberX,7.0,0.98,12,West End
UberX,8.5,1.26,12,Back Bay
UberX,16.5,3.04,14,Boston University
Lyft,9.0,1.73,22,West End
Lyft,7.0,1.54,19,North End
Lyft,9.0,1.95,11,South Station
UberX,7.0,1.08,23,North Station
UberX,9.5,2.33,23,North End
UberX,13.0,3.39,14,Boston University
UberX,7.0,1.25,7,Financial District
UberX,8.0,0.91,12,Haymarket Square
UberX,10.5,2.7,3,Back Bay
UberX,9.5,3.42,11,North Station
Lyft,9.0,2.93,14,West End
UberX,15.0,2.32,0,Beacon Hill
UberX,8.5,2.86,0,Northeastern University
UberX,11.5,2.79,16,Boston University
UberX,13.0,1.35,1,Beacon Hill
Lyft,7.0,1.08,5,North Station
UberX,9.5,1.16,11,Haymarket Square
Lyft,13.5,3.12,15,Theatre District
Lyft,11.0,3.56,15,Boston University
UberX,7.0,0.49,11,Haymarket Square
UberX,9.5,2.27,15,Beacon Hill
Lyft,7.0,0.52,17,South Station
UberX,9.5,2.81,2,Northeastern University
Lyft,11.0,2.93,2,Boston University
UberX,10.5,2.98,0,Boston University
Lyft,10.5,3.14,13,Boston University
UberX,16.0,1.21,9,Financial District
Lyft,7.0,1.44,9,Northeastern University
UberX,9.5,2.46,11,Fenway
UberX,8.5,1.61,1,Theatre District
Lyft,9.0,2.4,1,Beacon Hill
UberX,10.5,3.39,21,Boston University
Lyft,7.0,1.24,6,Haymarket Square
UberX,7.0,0.92,16,Financial District
UberX,11.0,2.27,9,Beacon Hill
Lyft,10.5,2.97,13,West End
Lyft,7.0,1.09,1,North End
Lyft,11.0,1.48,1,Back Bay
Lyft,10.5,3.14,2,Boston University
Lyft,7.0,0.54,17,Haymarket Square
Lyft,7.0,1.03,5,Financial District
Lyft,7.0,1.46,12,Back Bay
Lyft,7.0,0.54,16,Haymarket Square
UberX,8.5,1.25,16,Financial District
UberX,23.0,2.38,16,Fenway
UberX,7.5,1.61,17,Theatre District
UberX,11.5,3.08,21,West End
Lyft,10.5,2.44,21,North End
Lyft,11.0,3.2,22,Northeastern University
UberX,7.0,0.39,5,Financial District
Lyft,13.5,4.6,12,Boston University
Lyft,9.0,1.74,19,South Station
Lyft,10.5,1.7,15,Theatre District
Lyft,9.0,2.64,15,Boston University
UberX,8.5,1.08,23,North Station
Lyft,7.0,1.04,23,North Station
UberX,20.5,2.87,16,Northeastern University
UberX,15.0,3.18,9,West End
Lyft,9.0,2.83,21,Northeastern University
Lyft,7.0,1.07,17,Back Bay
UberX,10.5,3.39,17,Boston University
Lyft,7.0,1.09,18,North End
UberX,8.5,1.41,11,Back Bay
UberX,7.0,0.49,10,Haymarket Square
UberX,19.5,2.63,16,Northeastern University
Lyft,7.0,1.27,16,Financial District
Lyft,10.5,2.89,2,West End
UberX,15.0,2.27,17,Beacon Hill
Lyft,16.5,3.29,17,Boston University
Lyft,9.0,2.33,7,Beacon Hill
UberX,12.0,2.8,3,West End
Lyft,10.5,2.4,13,Beacon Hill
Lyft,9.0,1.13,17,South Station
UberX,7.5,1.04,18,North End
UberX,9.5,3.37,13,North Station
UberX,9.5,2.61,1,Northeastern University
UberX,16.0,3.69,3,Northeastern University
Lyft,10.5,3.04,19,Boston University
Lyft,11.0,3.15,16,Theatre District
UberX,16.0,4.42,18,Fenway
Lyft,7.0,0.99,12,Haymarket Square
Lyft,13.5,4.59,14,Boston University
UberX,11.5,2.67,8,Theatre District
UberX,9.5,2.86,12,Northeastern University
Lyft,13.5,4.6,0,Financial District
UberX,7.5,1.3,8,South Station
Lyft,7.0,1.07,9,Back Bay
Lyft,10.5,3.15,21,North Station
UberX,10.5,1.64,21,Northeastern University
UberX,7.0,0.49,4,Haymarket Square
Lyft,13.5,2.78,13,Northeastern University
UberX,6.0,0.56,13,North Station
UberX,11.0,3.07,13,Fenway
Lyft,13.5,4.35,5,Fenway
Lyft,9.0,1.72,15,Theatre District
UberX,11.5,3.61,6,North End
UberX,9.5,2.29,6,South Station
UberX,10.5,2.72,0,Fenway
UberX,8.0,1.44,23,Back Bay
UberX,7.5,1.21,20,Financial District
Lyft,9.0,2.47,23,Beacon Hill
Lyft,11.0,2.96,13,Boston University
Lyft,9.0,1.45,21,Back Bay
UberX,10.5,3.08,11,West End
Lyft,10.5,2.51,10,North End
UberX,7.0,1.34,10,Back Bay
Lyft,7.0,1.35,9,Beacon Hill
Lyft,9.0,1.93,0,North End
UberX,8.5,1.57,23,Theatre District
Lyft,9.0,3.19,15,North Station
UberX,9.5,2.8,0,West End
UberX,8.5,0.58,0,Theatre District
UberX,9.5,1.41,23,North End
Lyft,7.0,1.0,0,Haymarket Square
UberX,6.0,1.03,23,North End
Lyft,10.5,2.42,23,Northeastern University
Lyft,7.0,1.03,14,Financial District
Lyft,10.5,2.91,16,Boston University
Lyft,10.5,1.85,18,North End
Lyft,10.5,2.97,9,Back Bay
Lyft,9.0,2.96,12,West End
UberX,7.0,0.63,12,South Station
Lyft,11.0,2.12,23,Theatre District
UberX,8.0,1.8,13,Theatre District
Lyft,10.5,3.13,12,Theatre District
UberX,9.5,3.04,12,Boston University
Lyft,10.5,2.72,12,Boston University
UberX,9.5,2.98,23,Boston University
UberX,8.5,1.16,10,North End
UberX,7.5,0.68,10,Haymarket Square
UberX,10.5,2.44,11,Financial District
Lyft,10.5,1.35,4,Back Bay
UberX,7.5,0.39,20,Financial District
Lyft,7.0,1.75,15,Theatre District
UberX,10.5,3.01,14,North Station
UberX,9.5,2.32,5,Beacon Hill
UberX,9.5,3.45,5,Back Bay
UberX,9.5,3.45,22,Back Bay
Lyft,9.0,1.32,17,Back Bay
UberX,11.5,4.4,17,Fenway
UberX,10.5,2.38,11,Fenway
Lyft,7.0,1.11,19,Back Bay
Lyft,7.0,1.45,19,Back Bay
Lyft,13.5,4.33,20,Fenway
Lyft,10.5,1.74,20,Theatre District
Lyft,7.0,1.45,18,Back Bay
UberX,9.5,2.84,0,West End
Lyft,13.5,4.45,6,Fenway
Lyft,11.0,3.25,15,Northeastern University
UberX,7.0,0.04,0,West End
Lyft,9.0,2.1,5,South Station
Lyft,7.0,0.74,2,Haymarket Square
Lyft,7.0,1.73,5,Theatre District
UberX,8.5,1.79,7,Haymarket Square
Lyft,10.5,1.52,3,North End
UberX,12.5,4.43,14,Fenway
Lyft,10.5,2.54,14,South Station
UberX,9.5,2.86,10,Northeastern University
UberX,14.0,4.74,9,Boston University
Lyft,11.0,3.31,4,North Station
UberX,10.5,3.05,7,North Station
Lyft,16.5,2.46,12,Beacon Hill
Lyft,9.0,1.79,5,West End
Lyft,9.0,2.13,6,North Station
Lyft,10.5,2.42,6,Back Bay
Lyft,7.0,1.19,11,North End
UberX,12.5,4.48,18,Financial District
UberX,9.5,2.37,22,Beacon Hill
Lyft,11.0,3.07,22,West End
Lyft,7.0,0.65,23,Theatre District
UberX,14.0,4.72,23,Boston University
UberX,11.5,3.05,13,North Station
UberX,8.0,1.23,13,West End
Lyft,7.0,1.25,18,Haymarket Square
Lyft,16.5,4.77,10,Theatre District
Lyft,7.0,1.05,10,Haymarket Square
Lyft,7.0,0.72,21,North Station
UberX,11.5,1.08,14,North Station
UberX,7.5,0.91,14,Haymarket Square
Lyft,10.5,2.66,15,Boston University
UberX,10.5,2.72,20,Fenway
Lyft,9.0,2.7,3,Boston University
Lyft,10.5,3.02,9,Boston University
Lyft,9.0,1.25,23,Financial District
Lyft,9.0,1.41,23,Back Bay
Lyft,7.0,0.66,20,South Station
